autor,ano,titulo,resumo,doi
DE AZEVEDO WEIMER R,2021,DID SOMEONE MENTION QUARE THEORY? THINKING RACE AND SEXUALITY FROM NORTH AMERICAN BLACK LGBTQIA+ INTELLECTUALS’ CRITIQUE OF QUEER THEORY; [ALGUÉM FALOU EM TEORIA QUARE? PENSANDO RAÇA E SEXUALIDADE A PARTIR DA CRÍTICA DE INTELECTUAIS LGBTQIA + NEGRES NORTE-AMERICANES À TEORIA QUEER],"THIS ARTICLE DISCUSSES, FROM A PERTINENT BIBLIOGRAPHY, THE WAYS IN WHICH RACIAL ISSUES WERE ANALYZED IN SOME MAIN REFERENCES OF QUEER THEORY. IN A SECOND MOMENT, IT MAPS THE MAIN CRITICISMS MADE BY LGBTQIA+ BLACK AUTHORS TO THAT THEORETICAL STRAND. A CONTRADICTORY MOVEMENT IS PERCEIVED: ON THE ONE HAND, AN EFFORT BY AUTHORS SUCH AS JUDITH BUTLER, AMONG OTHERS, TO EMBRACE RACIAL DISCUSSION IN THEIR WORK AND, ON THE OTHER HAND, A FEELING OF FAILURE INWELCOMING AND CONTEMPLATING BLACK PEOPLE BY QUEER THEORY AND POLITICS IN THE UNITED STATES. ANOTHER PECULIARITY OF THE DEBATE IS THAT, DESPITE THE HETEROGENEITY OF QUEER THEORY, ITS THEORISTS ARE CRITICIZED AS A WHOLE, AND SPECIFIC AUTHORS ARE RARELY EXAMINED WITH DUE CARE. WHITE HOMONORMATIVITY IS DISCUSSED AS AN IMPORTANT OBSTACLE TO THE DIALOGUES AND AS A SOURCE OF MISUNDERSTANDINGS. THE ATTEMPT TO ES RODRIGO DE AZEVEDO WEIMER UMA FONTE DE MAL-ENTENDIDOS. REFERE-SE, AINDA, À TENTATIVA DE SE ESTABELECER UMA TEORIA QUARE ALTERNATIVA. PALAVRAS-CHAVE: TEORIA QUARE; TEORIA QUEER; RACIALIZAÇÃO; INTERSECCIONALIDADE; HOMONORMATIVIDADE. TABLISH AN ALTERNATIVE QUARE THEORY IS ALSO REFERRED TO. © 2021. REVISTA BRASILEIRA DE HISTORIA.ALL RIGHTS RESERVED",10.1590/1806-93472021V41N88-11
SANTANA B;ANDRADE A;MURARO A,2023,"TREND OF INCOMPLETENESS OF MATERNAL SCHOOLING AND RACE/SKIN COLOR VARIABLES HELD ON THE BRAZILIAN LIVE BIRTH INFORMATION SYSTEM, 2012-2020; [TENDÊNCIA DA INCOMPLETUDE DAS VARIÁVEIS ESCOLARIDADE E RAÇA/COR DA PELE DA MÃE NO SISTEMA DE INFORMAÇÕES SOBRE NASCIDOS VIVOS DO BRASIL, 2012-2020]; [TENDENCIA DE INCOMPLETITUD DE LAS VARIABLES ESCOLARIDAD Y RAZA/COLOR DE PIEL MATERNO EN EL SISTEMA DE INFORMACIÓN SOBRE NACIDOS VIVOS EN BRASIL, 2012-2020]","OBJECTIVE: TO ANALYZE THE TREND OF INCOMPLETENESS OF THE MATERNAL SCHOOLING AND RACE/SKIN COLOR VARIABLES HELD ON THE BRAZILIAN LIVE BIRTH INFORMATION SYSTEM (SINASC) BETWEEN 2012 AND 2020. METHODS: THIS WAS AN ECOLOGICAL TIME SERIES STUDY OF THE INCOMPLETENESS OF MATERNAL SCHOOLING AND RACE/SKIN COLOR DATA FOR BRAZIL, ITS REGIONS AND FEDERATIVE UNITS, BY MEANS OF JOINPOINT REGRESSION AND CALCULATION OF ANNUAL PERCENTAGE CHANGE (APC) AND AVERAGE ANNUAL PERCENTAGE CHANGE. RESULTS: A TOTAL OF 26,112,301 BIRTHS WERE REGISTERED IN BRAZIL IN THE PERIOD; INCOMPLETENESS OF MATERNAL SCHOOLING DATA DECREASED FOR BRAZIL (APC =-8.1%) AND THE SOUTHEAST (APC =-19.5%) AND MIDWEST (APC =-17.6%) REGIONS; AS FOR RACE/SKIN COLOR, THERE WAS A DOWNWARD TREND FOR BRAZIL (APC =-8.2%) AND ALL REGIONS, EXCEPT THE NORTHEAST REGION, WHILE NINE FEDERATIVE UNITS AND THE FEDERAL DISTRICT SHOWED A STATIONARY TREND. CONCLUSION: THERE WAS AN IMPROVEMENT IN FILLING OUT THESE VARIABLES ON THE SINASC, BUT WITH REGIONAL DISPARITIES, MAINLY FOR RACE/SKIN COLOR. © 2023, MINISTRY OF HEALTH. ALL RIGHTS RESERVED.",10.1590/S2237-96222023000100013
DE JESUS G;DA COSTA M;DIAS L;FILHO V;DE OLIVEIRA ARAÚJO R;BARROS A;DOS SANTOS ARAÚJO L;SCHRANN M,2023,COLOR/RACE INEQUALITIES IN THE AVAILABILITY OF FACILITIES FOR PHYSICAL ACTIVITIES AND SPORTS IN PUBLIC ELEMENTARY SCHOOLS IN BRAZIL; [DESIGUALDADES DE COR/RAÇA NA DISPONIBILIDADE DE INSTALAÇÕES PARA A PRÁTICA DE ATIVIDADES FÍSICAS E ESPORTES NAS ESCOLAS PÚBLICAS DE EDUCAÇÃO BÁSICA DO BRASIL]; [DESIGUALDADES DE COLOR/RAZA EN LA DISPONIBILIDAD DE INSTALACIONES PARA LA PRÁCTICA DE ACTIVIDADES FÍSICAS Y DEPORTIVAS EN ESCUELAS PÚBLICAS DE EDUCACIÓN BÁSICA EN BRASIL],"THE AIM OF THIS STUDY WAS TO ESTIMATE INEQUALITY IN PHYSICAL ACTIVITY AND SPORTS FACILITIES AT BRAZILIAN PUBLIC ELEMENTARY SCHOOLS, ACCORDING TO PERCENT OF SELF-REPORTED BLACK STUDENTS. OUR RESULTS SHOWED THAT SCHOOLS FROM URBAN OR RURAL AREAS WITH A HIGHER PERCENTAGE OF ENROLLMENTS OF SELF-REPORTED BLACK STUDENTS (>60%) PRESENTED FEWER OUTDOOR COURTYARDS, SPORT COURT INDOOR AND OUTDOOR, PLAYGROUNDS, DANCE STUDIOS, AND MATERIALS FOR SPORTS AND RECREATION. THESE INEQUALITIES ARE A FEATURE OF RACISM, WHICH IS STRUCTURAL IN BRAZILIAN SOCIETY AND INSTITUTIONALIZED IN UNFAVORABLE CONDITIONS FOR ENGAGING IN PHYSICAL ACTIVITY AND SPORTS AT PUBLIC ELEMENTARY SCHOOLS WHERE THERE IS A HIGHER NUMBER OF BLACK STUDENTS. © (2023), (COLEGIO BRASILEIRO DE CIENCIAS DO ESPORTE). ALL RIGHTS RESERVED.",10.1590/rbce.45.e20230029
DA SILVA V;MOURA J,2021,"GIRLS FROM THE SYSTEM: AN INTERSECTIONAL ANALYSIS OF THE PROFILE OF ADOLESCENT GIRLS DEPRIVED OF THEIR FREEDOM IN CEARÁ; [MENINAS ALVO DO SISTEMA: INTERSECÇÕES NECROPOLÍTICAS DE GÊNERO, SEXUALIDADE, RAÇA, TERRITÓRIO E CLASSE NA TRAJETÓRIA DAS ADOLESCENTES PRIVADAS DE LIBERDADE NO CEARÁ]","THIS STUDY AIMS TO ANALYZE THE INFLUENCE OF THE INTERSECTION BETWEEN THE MARKERS OF GENDER, SEXUALITY, RACE, TERRITORY, AND CLASS IN THE TRAJECTORY OF THE PARTNER SCHOOLGIRLS OF A DETENTION CENTER IN CEARÁ. THROUGH A MULTI-METHOD APPROACH, ETHNOGRAPHIC INCURSIONS, APPLICATION OF 61 QUESTIONNAIRES, AND SEMI-STRUCTURED INTERVIEWS WITH 8 INTERLOCUTORS WERE CARRIED OUT. AS A RESULT, IT IS OBSERVED THAT THE PARTNER SCHOOLGIRLS HAVE COMMON CHARACTERISTICS, BEING MOSTLY BLACK; COMING FROM PERIPHERAL REGIONS; WITH DIFFICULTY IN ACCESS TO PUBLIC POLICIES THAT GUARANTEE FUNDAMENTAL RIGHTS; WITH GREATER EXPOSURE TO VIOLENCE FROM THE STATE AND CRIMINAL GANGS. IT IS SUGGESTED THAT MARKERS THAT ARE HISTORICALLY AND SOCIALLY USED FOR DISCRIMINATORY PRACTICES CONTRIBUTE TO THE CONSTRUCTION OF A TARGET PROFILE FOR INCARCERATION AND THE CRIMINALIZATION OF BEHAVIORS OF BLACK GIRLS LIVING IN PERIPHERAL TERRITORIES. © CREATIVE COMMONS ATRIBUIÇÃO-NÃO COMERCIAL 4.0 INTERNACIONAL",10.18542/rmi.v15i24.10099
BONILLA-MEDINA S;FINARDI K,2022,CRITICAL RACE AND DECOLONIAL THEORY INTERSECTIONS TO UNDERSTAND THE CONTEXT OF ELT IN THE GLOBAL SOUTH; [INTERSECTIONS DES THÉORIES DÉCOLONIALE ET CRITIQUE DE LA RACE POUR COMPRENDRE LE CONTEXTE DE L’ENSEIGNEMENT D’ANGLAIS AU SUD GLOBAL]; [INTERSEÇÕES DAS TEORIAS DECOLONIAL E CRÍTICA DA RAÇA PARA ENTENDER O CONTEXTO DO ENSINO DO INGLÊS NO SUL GLOBAL]; [INTERSECCIONES DE LAS TEORÍAS DECOLONIAL Y CRÍTICA DE LA RAZA PARA ENTENDER EL CONTEXTO DE LA ENSEÑANZA DEL INGLÉS EN EL SUR GLOBAL],"CRITICAL RACE THEORY (CRT) QUESTIONS SOCIAL PRACTICES THAT HAVE PERPETUATED DISCRIMINATION AND SOCIAL INEQUALITY. DECOLONIAL STUDIES COINCIDE WITH THESE EFFORTS TO DERACIALISE ELT PRACTICES, EXPLAINING RACIALISATION AS DOMINANT STRUCTURES CONSTITUTED IN WHITENESS-CENTRED PRACTICES THAT SITUATE SOME IN DISADVANTAGE (USUALLY NON-WHITE) WHILE PRIVILEGING OTHERS (USUALLY WHITE). IN THE CONTEXT OF ENGLISH LANGUAGE TEACHING (ELT), THAT COLONISATION/RACIALISATION CAN TAKE THE FORM OF SOME HIERARCHISATION OF ENGLISH NATIVE SPEAKERS FROM THE GLOBAL NORTH WHILE OTHERISING NON-NATIVE SPEAKERS OF ENGLISH AND NATIVE SPEAKERS OF ENGLISH FROM THE GLOBAL SOUTH. THEREFORE, COLONIALITY/RACIALISATION ARE USEFUL TERMS TO EXPLAIN PRACTICES THAT VALUE FOREIGN OVER LOCAL IDENTITIES ALIENATING REGIONAL/LOCAL VIEWS AND LANGUAGES. IN THIS ARTICLE, THE LINKS BETWEEN CRT AND DECOLONIAL THEORIES ARE EXPLORED AND COLONISATION/RACIALISATION OF ELT ARE APPROACHED THROUGH THE ANALYSIS OF MACRO AND MICRO PRACTICES DEVELOPED IN TWO PUBLIC UNIVERSITIES, ONE IN COLOMBIA AND ONE IN BRAZIL. THE AIM IS TO DISRUPT THOSE PRACTICES BY MAKING EVIDENT DECOLONISATION/DERACIALISATION EFFORTS IN UNDERGRADUATE AND GRADUATE STUDENTS’ PROPOSALS © UNIVERSIDAD DE ANTIOQUIA, 2022. THIS IS AN OPEN ACCESS ARTICLE, DISTRIBUTED IN COMPLIANCE WITH THE TERMS OF THE CREATIVE COMMONS LICENSE BY-NC-SA 4.0 INTERNATIONAL",10.17533/udea.ikala.v27n3a13
LOPES P;HIGA L,2024,"DO GENDER, CLASS, AND RACE HAVE DISABILITY? ASIAN-BRAZILIAN HISTORIES AND ACTIVISMS; [GÊNERO, CLASSE E RAÇA TÊM DEFICIÊNCIA? HISTÓRIAS E ATIVISMOS ASIÁTICO-BRASILEIROS]; [¿GÉNERO, CLASE Y RAZA TIENEN DISCAPACIDAD? HISTORIAS Y ACTIVISMOS ASIÁTICO-BRASILEÑOS]","IN THIS TEXT, WE PROPOSE A CROSS-INTERVENTION BETWEEN THE FIELD OF DISABILITY STUDIES AND ASIAN-BRAZILIAN HISTORIES AND ACTIVISM. TO DO SO, WE FOLLOWED THE PATH BELOW: WE RESCUED DEBATES ABOUT RACE, CLASS, AND GENDER IN WORKS WITH INTERSECTIONALITY AND SOCIAL MARKERS OF DIFFERENCE; WE RESUME ARTICULATIONS BETWEEN CLASS, GENDER AND RACE IN THE FIELD OF STUDIES WITH DISABILITIES; WE ARGUE FOR THE PERTINENCE OF DISABILITY AS AN INTERSECTIONAL CATEGORY; AND WE PRESENT AND DISCUSS SOME SCENES OF ASIAN BRAZILIAN ACTIVISM, IN DIALOGUE WITH THE NOTIONS OF DISABILITY AND CAPACITY AS KEYS TO ANALYSIS. © (2024), (UNIVERSIDADE FEDERAL DE SANTA CATARINA). ALL RIGHTS RESERVED.",10.1590/1806-9584-2024v32n3101151
TREVELIN G,2024,NOTION OF MOBILITY IN LAFONT: PORTRAIT OF A BLACK WOMAN IN THE WEST AS AN EXTERNALIZATION OF AFRICANITY; [NOÇÃO DE MOBILIDADE EM LAFONT: RETRATO DE UMA MULHER NEGRA NO OCIDENTE COMO EXTERNALIZAÇÃO DA AFRICANIDADE],"QUANDO NOS ATENTAMOS ÀS OBRAS ARTÍSTICAS COMO POSSIBILIDADES DE NARRAR A HISTÓRIA, PENSAR NAS RELAÇÕES DE GÊNERO QUE ESTÃO ENTRELAÇADAS A ESTES DISCURSOS É UM IMPORTANTE CAMINHO CRÍTICO PARA COMPREENDER A SOCIEDADE EM QUE VIVEMOS. ESSA CONCEPÇÃO PODE AINDA TOMAR OUTRA DIMENSÃO QUANDO REFLETIMOS SOBRE AS PRESENÇAS E AUSÊNCIAS DE CORPOS NEGROS NAS PRINCIPAIS OBRAS QUE REFERENCIAM A EXISTÊNCIA SOCIAL, E ESTE FATOR PERPASSA TAMBÉM PELAS ESCOLHAS DE GRANDES INSTITUIÇÕES, LUGARES DE MEMÓRIAS: MUSEUS, EXPOSIÇÕES E MONUMENTOS PÚBLICOS. PARTINDO DESSE PRINCÍPIO, O LIVRO DE ANNE LAFONT, UNE AFRICAINE AU LOUVRE EN 1800: LA PLACE DU MODÈLE [UMA AFRICANA NO LOUVRE] (2022), MOTIVO DESTA RESENHA, NOS PROPÕE ALGUMAS IMPORTANTES REFLEXÕES A RESPEITO DA TEMÁTICA. A AUTORA É UMA HISTORIADORA DA ARTE FRANCESA, PESQUISADORA E PROFESSORA NA ÉCOLE DES HAUTES ÉTUDES EN SCIENCES SOCIALES, EM PARIS. COM ALGUNS PROJETOS NA ÁREA DE HISTÓRIA DA ARTE, TAMBÉM É RECONHECIDA POR SEU LIVRO L’ART ET LA RACE. L’AFRICAIN (TOUT) CONTRE L’OEIL DES LUIMÈRES [A ARTE E A RAÇA – O AFRICANO DE (E AO) ENCONTRO DO OLHAR ILUMINISTA] (2019), QUE PENSA O LUGAR DE CORPOS NEGROS NA ARTE OCIDENTAL COMO TAMBÉM SUJEITOS DE POSIÇÃO ATIVA NAS CONSTRUÇÕES DE SUAS IMAGENS. ASSIM, UMA AFRICANA NO LOUVRE SURGE COMO ADAPTAÇÃO DE UMA CONFERÊNCIA MINISTRADA NO INSTITUTO WARBURG, EM LONDRES, NO DIA 24 DE JANEIRO DE 2018, QUE TOMA FORMA TAMBÉM A PARTIR DE SUAS PESQUISAS A RESPEITO DA ARTE FRANCESA DOS SÉCULOS XVIII E XIX EM SUA LIGAÇÃO COM O MUNDO ATLÂNTICO. COM ISSO, A AUTORA SENTIU A NECESSIDADE DE DEDICAR AO QUADRO PORTRAIT D’UNE FEMME NOIRE [RETRATO DE UMA MULHER © 2024 FEDERAL UNIVERSITY OF FRONTEIRA SUL. ALL RIGHTS RESERVED.",10.36661/2238-9717.2024n43.14133
PINTO C,2022,"IMAGINED HOMELAND: NATIONALISM, RACE AND HUMAN RIGHTS IN ""MEDITAÇÃO"" BY GONÇALVES DIAS; [PÁTRIA IMAGINADA: NACIONALISMO, RAÇA E DIREITOS HUMANOS EM ""MEDITAÇÃO"" DE GONÇALVES DIAS]","IN BRAZILIAN ROMANTICISM, THE INDIANIST IDEOLOGY IS OFTEN ASSOCIATED WITH THE ATTEMPT BY THE INTELLECTUALS OF THE TIME TO CREATE A THEME OF LOCAL AND NATIONALIST COLOR IN THE LITERATURE OF THE PERIOD, AS WELL AS THE CONVENIENCE OF AVOIDING CONFRONTATION IN THE LITERARY SPACE WITH THE FIGURE OF THE SLAVE OF AFRICAN ORIGIN, SO PRESENT IN THE URBAN AND RURAL SCENARIOS OF 19TH CENTURY BRAZIL. IN THIS CONTEXT, THE PROSE POEM ""MEDITAÇÃO"" BY GONÇALVES DIAS, PARTIALLY PUBLISHED IN 1850 IN THE MAGAZINE GUANABARA, AND FULLY PUBLISHED IN 1868, IN THE POSTHUMOUS COMPILATION OF HIS LITERARY WORK, DRAWS ATTENTION FOR CRITICALLY DEALING WITH SLAVERY IN A MOMENT HISTORY IN WHICH THIS WAS NOT COMMON AND BECAUSE IT WAS WRITTEN BY ONE OF THE BRAZILIAN INDIANIST POETS. THIS ARTICLE EXAMINES HOW THE AUTHOR APPROACHES SLAVERY IN ""MEDITAÇÃO"", IN DIALOGUE WITH THE WORK OF ALFREDO BOSI, WILTON JOSÉ MARQUES, AND ROBERTO SCHWARZ. THE OBJECTIVE IS TO APPROACH THE SIMILARITIES AND DIFFERENCES OF ""MEDITAÇÃO"" WITH THE LITERARY PRODUCTION OF THE THIRD GENERATION OF BRAZILIAN ROMANTICISM, MARKED BY SOCIAL CONCERN, WHICH IS EXPLICIT IN CASTRO ALVES'S POEMS, IN ADDITION TO ASPECTS OF THE CONSTRUCTION OF NATIONALITY IN THE TEXT. WE HOPE TO BUILD A HYPOTHESIS ABOUT THE FORGETFULNESS IN WHICH THE TEXT FELL IN THE BODY OF GONÇALVES DIAS'S WORK, AS WELL AS ABOUT THE ROLE THAT IT CURRENTLY HAS IN THE SET OF BRAZILIAN ROMANTIC LITERATURE. © 2022 AUTHORS. ALL RIGHTS RESERVED.",10.22456/1981-4526.119643
PEREIRA B;SIQUEIRA J,2022, EFFECTS OF THE RESEARCHER’S RACE/COLOR AND GENDER ON EMPIRICAL RESEARCH: IMPACTS ON THE RACIAL CLASSIFICATION OF SURVEY RESPONDENTS; [EFEITOS DA RAÇA/COR E GÊNERO DA PESQUISADORA OU DO PESQUISADOR NA PESQUISA EMPÍRICA: IMPACTOS NA CLASSIFICAÇÃO RACIAL DE RESPONDENTES DE UM SURVEY],"THIS ARTICLE ADDRESSES THE IMPACTS OF THE RESEARCHER’S RACE/COLOR OR GENDER ON THE SELFDECLARED RACE/COLOR OF RESEARCH PARTICIPANTS. IN ORDER TO ANALYZE THE PHENOMENON, WE CONSIDER THE RESPONSES TO A SURVEY AND PERCEPTIONS OF THE RESEARCHERS WHO APPLIED THE SURVEY IN 2019 AS PART OF THE RESEARCH PROJECT RACIAL PERCEPTIONS IN THE FEDERAL DISTRICT. WE EMPLOY QUALITATIVE METHODS – BRIEF REPORTS FROM THE INTERVIEWERS – AND QUANTITATIVE METHODS. THE RESULTS SUGGEST THE EXISTENCE OF A COMPLEX EFFECT OF BOTH THE RACE/COLOR OF THE RESEARCHERS AND THEIR GENDER IN THE WAY THE INTERVIEWEES DESIGNATE THEIR RACE/COLOR. WE PRESENT SOME PROVISIONAL HYPOTHESES TO EXPLAIN THE DIFFERENCES FOUND, THE INVESTIGATION OF WHICH WILL DEPEND ON NEW RESEARCH TO STUDIES © 2022, SOCIOLOGIA.ALL RIGHTS RESERVED.",10.1590/18070337-114265
DÉUS F,2024,LOUIS-JOSEPH JANVIER AND “THE DETRACTORS OF THE BLACK RACE”: AN ANTHROPOLOGICAL CRITIQUE; [LOUIS-JOSEPH JANVIER & “OS DETRATORES DA RAÇA NEGRA”: CRÍTICA ANTROPOLÓGICA],"IDEAS OF HIERARCHY, INFERIORITY AND RACIAL INEQUALITY PREDOMINATED IN THE WORK OF CERTAIN EUROPEAN INTELLECTUALS OF THE 18TH AND 19TH CENTURIES ON THE IDEA OF ‘RACES’. THE SOCIÉTÉ D’ETHNOLOGIE DE PARIS (SEP) AND THE SOCIÉTÉ D’ANTHROPOLOGIE DE PARIS (SAP) ARE TWO FRENCH INSTITUTIONS THAT HAD INTELLECTUALS WHO PARTICIPATED IN THE CONSOLIDATION OF THESE CONCEPTIONS. SINCE THE 18TH CENTURY THERE HAVE BEEN CRITICISM BY BLACK INTELLECTUALS; HOWEVER, WITH THE EMERGENCE OF THE FIRST BLACK REPUBLIC OF THE MODERN ERA IN HAITI, THESE CRITICISMS GAINED NEW CONTOURS. MANY HAITIAN INTELLECTUALS IN THE FIRST AND SECOND HALF OF THE 19TH CENTURY DEDICATED THEMSELVES TO COMBATING HIERARCHICAL WAYS OF THINKING, DEMONSTRATING THEIR INCONSISTENCIES. IN THIS ARTICLE, BASED ON BIBLIOGRAPHICAL RESEARCH, WE CONSIDER THE ANTHROPOLOGICAL WORK OF THE HAITIAN LOUIS-JOSEPH JANVIER (1855-1911), HIGHLIGHTING HIS CONTRIBUTION TO STRUGGLES TOWARD DECONSTRUCTING THE IMAGINARY OF RACIAL INFERIORITY ATTRIBUTED TO BLACK PEOPLE AND USED TO LEGITIMIZE THEIR DOMINATION AND EXPLOITATION. DISCUSSING THE RACIAL ISSUE IN JANVIER’S THINKING IS RELEVANT AS IT CONTINUES TO BE A DILEMMA AND A CHALLENGE IN THE CONTEMPORARY WORLD. © 2024, BRAZILIAN ANTHROPOLOGY ASSOCIATION. ALL RIGHTS RESERVED.",10.1590/1809-43412024v21d505
DOS SANTOS E;BARBOSA I;DE MORAES J;FRANÇA A;DOMINGUES C;TEIXEIRA M;BEZERRA H;DE MEDEIROS N;ARAÚJO M;FERNANDES F;ALEXANDRINO A;BEZERRA R;DA SILVA A;RAMOS A;OLIVEIRA A;BOING A;DE OLIVEIRA C;MACIEL E;GUIBU I;BARBOSA I;BARBOSA J;LIMA J;LUHM K;CAETANO K;LIMA L;ANTUNES M;TEIXEIRA M;BORGES M;QUEIROZ R;GURGEL R;BARATA R;DE AZEVEDO R;DE OLIVEIRA S;TELES S;DA GAMA S;MENGUE S;SIMÕES T;NASCIMENTO V;DE ARAÚJO W,2024,"VACCINATION COVERAGE ACCORDING TO RACE OR SKIN COLOR IN CHILDREN BORN IN 2017-2018 IN NATAL, RIO GRANDE DO NORTE, BRAZIL: A POPULATION SURVEY; [COBERTURA VACINAL DE ACORDO COM O QUESITO RAÇA/COR DA PELE EM CRIANÇAS NASCIDAS EM 2017-2018 EM NATAL, RIO GRANDE DO NORTE: INQUÉRITO POPULACIONAL]; [COBERTURA DE VACUNACIÓN SEGÚN COLOR DE PIEL EN NIÑOS NACIDOS EN 2017-2018 EN NATAL, RIO GRANDE DO NORTE: ENCUESTA POBLACIONAL]","OBJECTIVE: TO ANALYZE VACCINATION COVERAGE UP TO 24 MONTHS OF AGE ACCORDING TO RACE/ SKIN COLOR IN THE 2017-2018 LIVE BIRTH COHORT IN NATAL, RIO GRANDE DO NORTE, BRAZIL. METHODS: POPULATION-BASED SURVEY CONDUCTED IN 2020 AND 2021. VACCINATION COVERAGE UP TO 24 MONTHS OF AGE WAS ESTIMATED ACCORDING TO ADMINISTERED, VALID AND TIMELY DOSES. CRUDE ASSOCIATION OF RACE/SKIN COLOR WAS ESTIMATED BY CALCULATING THE CRUDE PREVALENCE RATIO AND RESPECTIVE 95% CONFIDENCE INTERVALS, USING POISSON REGRESSION. RESULTS: OF THE 688 CHILDREN IN THE SELECTED COHORT, THERE WAS GREATER COVERAGE AMONG BLACK CHILDREN FOR ADMINISTERED DOSES (WHITE 30.5%; BLACK 47.8%; 95%CI) AND VALID DOSES (WHITE 25.8%; BLACK 40.1%; 95%CI), ALTHOUGH WITHOUT STATISTICAL SIGNIFICANCE, AND LOWER COVERAGE FOR TIMELY DOSES, IN THE FULL SCHEDULE EXCLUDING YELLOW FEVER (PR = 0.21; 95%CI 0.04;0.90). CONCLUSION: THERE WAS LOWER TIMELY COVERAGE AMONG BLACK CHILDREN COMPARED TO WHITE CHILDREN. © 2024, MINISTRY OF HEALTH. ALL RIGHTS RESERVED.",10.1590/S2237-96222024v33e20231310.especial2.en
NASCIMENTO D,2024,ARCHAEOLOGY WITH POPCORN: GENDER AND RACE CONSTRUCTION IN CINEMA; [ARQUEOLOGIA COM PIPOCA: CONSTRUÇÕES DE GÊNERO E RAÇA NO CINEMA]; [ARQUEOLOGÍA CON PALOMITAS: CONSTRUCCIONES DE GÉNERO Y RAZA EN EL CINE],"THIS ARTICLE ANALYZES, FROM AN ANTHROPOLOGICAL AND ARCHAEOLOGICAL POINT OF VIEW, THE IMAGE OF ARCHEOLOGY, ITS CONSTRUCTIONS AND REPRESENTATIONS IN CINEMATOGRAPHIC PRODUCTIONS. IT IS IMPORTANT TO REALIZE THAT CINEMA IS AN ABSURDLY DISCURSIVE ART; IN THIS WAY, DISCOURSES ARE CONSTITUTED, ABOVE ALL, IN INFERENCES. THE ARTISTIC PERCEPTION DEPENDS ON THE CULTURAL BACKGROUND OF EACH SPECTATOR. IN MY CLIPPING OF THIS FIELD OF INVESTIGATION, I WAS GUIDED BY THE COMPOSITION OF THE IMAGES POINTED OUT IN THE MOVIES ON THE NETFLIX DIGITAL PLATFORM, WHICH RECEIVED THIS FOCUS DUE TO BEING THE STREAMING WITH THE GREATEST ACCESS TODAY. TO THIS END, I CLASSIFIED THE TITLES QUANTITATIVELY BY ORDER OF PRODUCTION; THEN, FROM THE FILMIC ANALYSIS, I OBSERVED THE ALLEGORY BY REPETITION TO FINALLY REFUSE THE JUDGMENTAL POSITION OF A WHITE AND HOMOGENEOUS ARCHEOLOGY. IN THIS WAY, I INTEND TO ENCOURAGE DISCUSSIONS ABOUT NARRATIVES THAT DO NOT SPEAK ONLY OF ARCHEOLOGY, BUT OF GENDER RELATIONS, RACE, DIVERSITY, AMONG OTHERS. I AIM TO SHOW THAT, IN THE SEVENTH ART, THE PLOTS, IMAGES, SPEECHES, AND SILENCES CONTRIBUTE TO STRUCTURAL RACISM AND THE INVISIBILITY OF GENDER IN THE CONSTRUCT OF ARCHEOLOGY AS AN ACADEMIC DISCIPLINE, NATURALIZING PLACES OF POWER AND BEING PART OF OUR VISION OF THE WORLD BEYOND THE CINEMA SCREENS. © 2024, SOCIEDADE DE ARQUEOLOGIA BRASILEIRA. ALL RIGHTS RESERVED.",10.24885/sab.v37i2.1142
RAMOS I;DA SILVA A;PANTOJA G,2022,GENDER AND RACE: A STUDY OF SELF-EFFICACY IN PHYSICS AMONG UNIVERSITY STUDENTS; [GENRE ET RACE: UNE ÉTUDE SUR L’AUTO-EFFICACITÉ DES ÉTUDIANTS EN PHYSIQUE]; [GÊNERO E RAÇA: UM ESTUDO SOBRE AUTOEFICÁCIA EM FÍSICA DE ALUNOS UNIVERSITÁRIOS]; [GÉNERO Y RAZA: UN ESTUDIO SOBRE LA AUTOEFICACIA EN FÍSICA DE ESTUDIANTES UNIVERSITARIOS],"SELF-EFFICACY BELIEFS HAVE RECENTLY BEEN INVESTIGATED IN STUDIES OF PHYSICS TEACHING, AND ARE RELEVANT FOR STUDYING THE SELF-EVALUATION OF INDIVIDUALS ON PERCEIVED PERFORMANCE IN SPECIFIC TASKS. WE CONDUCTED AN EXPLORATORY STUDY WITH 170 STUDENTS FROM THE UNIVERSIDADE FEDERAL DO OESTE DO PARÁ, IN WHICH THEY WERE ASKED TO RESPOND TO THE FOLLOWING QUESTION: “HOW DOES SELF-EFFICACY, IN PHYSICS, OF STUDENTS FROM THE UNIVERSIDADE FEDERAL DO OESTE DO PARÁ VARY IN THE DIMENSIONS OF GENDER IDENTITY AND RACE/COLOR?”. RESULTS OF APPLYING THE SOURCES OF SELF-EFFICACY IN SCIENCE COURSES QUESTIONNAIRE, TRANSLATED BY US INTO PORTUGUESE AND REVALIDATED WITH Α = 0.94, INDICATE MODERATE MEAN DIFFERENCES IN SELF-EFFICACY IN PHYSICS, IN FAVOR OF MEN, WITH THESE VARIATIONS ASSOCIATED MAINLY WITH THE SOURCE OF VICARIOUS EXPERIENCE. © 2022, FUNDACAO CARLOS CHAGAS. ALL RIGHTS RESERVED.",10.1590/198053148465
